player_id,player_name,dataset,league,season,season_type,source_endpoint,source_params_json,run_id,fetched_at_utc,row_content_hash,source_response_keys,player_id_clean,player_name_clean,dataset_clean,_cleaned_at_utc,_clean_run_id,_row_content_hash
100003,Lisa Leslie,players_directory,wnba,,,/get-all-players-for-league/wnba,{},20260602T225839Z,2026-06-02T22:58:40+00:00,031a55e1c3599572ff78acd29a5687a54dffa6f3909ec52b730e1cb8558f0ee6,"[""players""]",100003,Lisa Leslie,players_directory,2026-06-02T22:58:43+00:00,20260602T225839Z,f5e9f1a2fdf4c59269f101cee6e0222b8ebe0d51dc8d28941bb3e5100a138841
100008,Tamecka Dixon,players_directory,wnba,,,/get-all-players-for-league/wnba,{},20260602T225839Z,2026-06-02T22:58:40+00:00,a78a0626776102adffab7d91574eaf66dc0bebeba3eb173995272110cb8d59ee,"[""players""]",100008,Tamecka Dixon,players_directory,2026-06-02T22:58:43+00:00,20260602T225839Z,b1fb5e39dfac903ca8db4fb4174c9041e67e118c784415d69a2edde9ccdf06bf
100072,Sheryl Swoopes,players_directory,wnba,,,/get-all-players-for-league/wnba,{},20260602T225839Z,2026-06-02T22:58:40+00:00,4f5e43510284b2fd86c92ea0c5de3d6965bdf45a7c0e29e05782b004c185fb1b,"[""players""]",100072,Sheryl Swoopes,players_directory,2026-06-02T22:58:43+00:00,20260602T225839Z,ea89a208a80fc52b9969ec8ef8e3824b6add15f27cb0b921c4751f9bbfd6cb81
100076,Tina Thompson,players_directory,wnba,,,/get-all-players-for-league/wnba,{},20260602T225839Z,2026-06-02T22:58:40+00:00,635de7ec853077bacb1748bdcaaa732b92612392cda2a26d22661a87ed923d71,"[""players""]",100076,Tina Thompson,players_directory,2026-06-02T22:58:43+00:00,20260602T225839Z,b7789269bd35298d04f80fb2ac789b81c19f3a963d930aa28951793b23665c17
100103,Vickie Johnson,players_directory,wnba,,,/get-all-players-for-league/wnba,{},20260602T225839Z,2026-06-02T22:58:40+00:00,267b4d6902419ba0730e3daea7e98b9016611d91853a2a46754d7d74573748b1,"[""players""]",100103,Vickie Johnson,players_directory,2026-06-02T22:58:43+00:00,20260602T225839Z,4def276e5b9e4132bad7ae1afd840ebff042aa680f7dd1651a5c0446c4508683
100222,Kristi Harrower,players_directory,wnba,,,/get-all-players-for-league/wnba,{},20260602T225839Z,2026-06-02T22:58:40+00:00,68f79d2e921bc9f85d89feff662fdf3d8ebfeb48e57c58328ff1c8d594764f4e,"[""players""]",100222,Kristi Harrower,players_directory,2026-06-02T22:58:43+00:00,20260602T225839Z,e9edd628a638b7bffa670c75bff4249bf4bbabde1704e677a10abed552a5fff8
100234,Ticha Penicheiro,players_directory,wnba,,,/get-all-players-for-league/wnba,{},20260602T225839Z,2026-06-02T22:58:40+00:00,1cc48b3722565b71a21329fbe68daefb5979092e3a30b77b3449ecab3ee4b4eb,"[""players""]",100234,Ticha Penicheiro,players_directory,2026-06-02T22:58:43+00:00,20260602T225839Z,5334f245f223be6fd43a0d41cdf66d1a931f763d7360d8d4cdc21be18c682977
100236,Tangela Smith,players_directory,wnba,,,/get-all-players-for-league/wnba,{},20260602T225839Z,2026-06-02T22:58:40+00:00,89a0f9ec9e9981415765265ad56aa70a5bfe021693ca8c6a5bc8e6a3827af826,"[""players""]",100236,Tangela Smith,players_directory,2026-06-02T22:58:43+00:00,20260602T225839Z,966998a6541d70705f684f577443958c0d06e8b1d0f5ffed90ccacf0daf6593c
100284,Tully Bevilaqua,players_directory,wnba,,,/get-all-players-for-league/wnba,{},20260602T225839Z,2026-06-02T22:58:40+00:00,c8daa4c8174f38c600940c833db2e4e29e613b7deee5e6b574dc463173c949b8,"[""players""]",100284,Tully Bevilaqua,players_directory,2026-06-02T22:58:43+00:00,20260602T225839Z,05fb7db29951451e48930ec18ea73e0cc34992568a4d75886db426a0a9885b40
100342,Becky Hammon,players_directory,wnba,,,/get-all-players-for-league/wnba,{},20260602T225839Z,2026-06-02T22:58:40+00:00,f98928f866d04e40a150b189b885ffac06b7565da6397c033bafdeebfb283650,"[""players""]",100342,Becky Hammon,players_directory,2026-06-02T22:58:43+00:00,20260602T225839Z,dc77e7cdf2cc12cd1fce3b338158f975297fc52c874d31507050ec516c1592aa
